entry_date,branch_name,time
1772179398,glauberm,15.80279344334
1772179894,CuylerE,36.8261754393
1772179702,philo23,38.267514035
1772179838,pooley182,40.57390688334
1772179534,Frank-Hru,44.8271021449
1772179652,NadavHR,46.22930128068
1772180251,lovasoa,260.27164222204
